times;values
1362139161;0.000000
1362139162;0.099833
1362139163;0.198669
1362139164;0.295520
1362139165;0.389418
1362139166;0.479426
1362139167;0.564642
1362139168;0.644218
1362139169;0.717356
1362139170;0.000000
1362139171;0.099833
1362139172;0.198669
1362139173;0.295520
1362139174;0.389418
1362139175;0.479426
1362139176;0.564642
1362139177;0.644218
1362139178;0.717356
1362139179;0.783327
1362139180;0.000000
1362139181;0.099833
1362139182;0.198669
1362139183;0.295520
1362139184;0.389418
1362139185;0.479426
1362139186;0.564642
1362139187;0.644218
1362139188;0.717356
1362139189;0.783327
1362139190;0.000000
1362139191;0.099833
1362139192;0.198669
1362139193;0.295520
1362139194;0.389418
1362139195;0.479426
1362139196;0.564642
1362139197;0.644218
1362139198;0.717356
1362139199;0.783327
1362139200;0.000000
1362139201;0.099833
1362139202;0.198669
1362139203;0.295520
1362139204;0.389418
1362139205;0.479426
1362139206;0.564642
1362139207;0.644218
1362139208;0.717356
1362139209;0.783327
1362139210;0.000000
1362139211;0.099833
1362139212;0.198669
1362139213;0.295520
1362139214;0.389418
1362139215;0.479426
1362139216;0.564642
1362139217;0.644218
1362139218;0.717356
1362139219;0.783327
1362139220;0.000000
1362139221;0.099833
1362139222;0.198669
1362139223;0.295520
1362139224;0.389418
1362139225;0.479426
1362139226;0.564642
1362139227;0.644218
1362139228;0.717356
1362139229;0.783327
1362139230;0.000000
1362139231;0.099833
1362139232;0.198669
1362139233;0.295520
1362139234;0.389418
1362139235;0.479426
1362139236;0.564642
1362139237;0.644218
1362139238;0.717356
1362139239;0.783327
1362139240;0.000000
1362139241;0.099833
1362139242;0.198669
1362139243;0.295520
1362139244;0.389418
1362139245;0.479426
1362139246;0.564642
1362139247;0.644218
1362139248;0.717356
1362139249;0.783327
1362139250;0.000000
1362139251;0.099833
1362139252;0.198669
1362139253;0.295520
1362139254;0.389418
1362139255;0.479426
1362139256;0.564642
1362139257;0.644218
1362139258;0.717356
1362139259;0.783327
1362139260;0.000000
