times;values
1362151971;4.158066e-02
1362151972;-5.837414e-02
1362151973;-1.577457e-01
1362151974;-2.555411e-01
1362151975;-3.507832e-01
1362151976;-4.425204e-01
1362151977;-5.298361e-01
1362151978;-6.118579e-01
1362151979;-6.877662e-01
1362151980;-7.568025e-01
1362151981;-8.182771e-01
1362151982;-8.715758e-01
1362151983;-9.161659e-01
1362151984;-9.516021e-01
1362151985;-9.775301e-01
1362151986;-9.936910e-01
1362151987;-9.999233e-01
1362151988;-9.961646e-01
1362151989;-9.824526e-01
1362151990;-9.589243e-01
1362151991;-9.258147e-01
1362151992;-8.834547e-01
1362151993;0.000000e+00
1362151994;9.983342e-02
1362151995;1.986693e-01
1362151996;2.955202e-01
1362151997;3.894183e-01
1362151998;4.794255e-01
1362151999;5.646425e-01
1362152000;6.442177e-01
1362152001;7.173561e-01
1362152002;7.833269e-01
1362152003;8.414710e-01
1362152004;8.912074e-01
1362152005;9.320391e-01
1362152006;9.635582e-01
1362152007;9.854497e-01
1362152008;9.974950e-01
1362152009;9.995736e-01
1362152010;9.916648e-01
1362152011;9.738476e-01
1362152012;9.463001e-01
1362152013;9.092974e-01
1362152014;8.632094e-01
1362152015;8.084964e-01
1362152016;7.457052e-01
1362152017;6.754632e-01
1362152018;5.984721e-01
1362152019;5.155014e-01
1362152020;4.273799e-01
1362152021;3.349882e-01
1362152022;2.392493e-01
1362152023;1.411200e-01
1362152024;4.158066e-02
1362152025;-5.837414e-02
1362152026;-1.577457e-01
1362152027;-2.555411e-01
1362152028;-3.507832e-01
1362152029;-4.425204e-01
1362152030;-5.298361e-01
1362152031;-6.118579e-01
1362152032;-6.877662e-01
1362152033;-7.568025e-01
1362152034;-8.182771e-01
1362152035;-8.715758e-01
1362152036;-9.161659e-01
1362152037;-9.516021e-01
1362152038;-9.775301e-01
1362152039;-9.936910e-01
1362152040;-9.999233e-01
1362152041;-9.961646e-01
1362152042;-9.824526e-01
1362152043;-9.589243e-01
1362152044;-9.258147e-01
1362152045;-8.834547e-01
1362152046;0.000000e+00
1362152047;9.983342e-02
1362152048;1.986693e-01
1362152049;2.955202e-01
1362152050;3.894183e-01
1362152051;4.794255e-01
1362152052;5.646425e-01
1362152053;6.442177e-01
1362152054;7.173561e-01
1362152055;7.833269e-01
1362152056;8.414710e-01
1362152057;8.912074e-01
1362152058;9.320391e-01
1362152059;9.635582e-01
